gene	bias1	bias2	bias3	mean	SD
Sm_t00001906-RA	23.73	23.46	28.21	25.1333333333333	2.66788930305088
Sm_t00001907-RA	16.62	23.21	27.02	22.2833333333333	5.26156187204268
Sm_t00001908-RA	50.87	48.13	58.35	52.45	5.29002835531153
Sm_t00001910-RA	0	18.21	1.16	6.45666666666667	10.1951965813972
Sm_t00001911-RA	34.27	32.71	22.78	29.92	6.23242328472642
Sm_t00001912-RA	16.47	23.52	10.67	16.8866666666667	6.43512496641156
Sm_t00001913-RA	9.6	21.76	NA	15.68	8.59841845922842
Sm_t00001915-RA	43.35	56.5	54.58	51.4766666666667	7.10307210531706
Sm_t00001916-RA	16	42.47	11.9	23.4566666666667	16.5931501931771
Sm_t00001917-RA	2.6	8.5	19.07	10.0566666666667	8.34461702736161
Sm_t00001919-RA	3.56	5.55	12.87	7.32666666666667	4.90269653694101
Sm_t00001920-RA	12.55	13.8	20.75	15.7	4.41786147360915
Sm_t00001923-RA	10.42	11.77	14.73	12.3066666666667	2.20454832864542
Sm_t00001925-RA	19.72	15.43	27.74	20.9633333333333	6.24847448048988
Sm_t00001926-RA	40.25	38.49	NA	39.37	1.24450793488832
Sm_t00001929-RA	18.56	18.61	18.23	18.4666666666667	0.206478408879314
Sm_t00001930-RA	32.69	19.32	28.56	26.8566666666667	6.84581867517197
Sm_t00001931-RA	12.49	12.86	13.28	12.8766666666667	0.395263625107767
Sm_t00001933-RA	40.11	34.25	33.26	35.8733333333333	3.70230108626153
Sm_t00001935-RA	46.44	44.42	37.58	42.8133333333333	4.64337520919141
Sm_t00001937-RA	15.16	14.74	18.57	16.1566666666667	2.10053167872644
Sm_t00001938-RA	28.85	47.42	37.74	38.0033333333333	9.28780024189438
Sm_t00001939-RA	19.39	20.81	21.7	20.6333333333333	1.16508941001682
Sm_t00001942-RA	31.52	10.6	14.31	18.81	11.1623966960505
Sm_t00001944-RA	16.58	13.02	18.1	15.9	2.60737415803716
Sm_t00001947-RA	28.63	25.6	22.71	25.6466666666667	2.96027588804377
Sm_t00001948-RA	17.96	10.46	8.57	12.33	4.96645749000231
Sm_t00001949-RA	18.28	14.93	18.43	17.2133333333333	1.97884646532603
Sm_t00001950-RA	14.53	19.53	7.45	13.8366666666667	6.06977209896165
Sm_t00001951-RA	33.64	35.13	21.34	30.0366666666667	7.5682913086993
Sm_t00001952-RA	5.96	8.74	9.32	8.00666666666667	1.79603266488484
Sm_t00001953-RA	6.42	8.41	10.56	8.46333333333333	2.07051523378442
Sm_t00001954-RA	15.88	14.32	19.7	16.6333333333333	2.76798362230222
Sm_t00001955-RA	12.77	8.75	13.91	11.81	2.71064567953836
Sm_t00001956-RA	13.4	16.73	21.95	17.36	4.30967516177264
Sm_t00001957-RA	31.19	17.18	27.71	25.36	7.29464872355071
Sm_t00001958-RA	21.02	18.48	NA	19.75	1.79605122421383
Sm_t00001959-RA	33.95	46.96	39.69	40.2	6.51997699382444
Sm_t00001960-RA	16.53	23.21	19.74	19.8266666666667	3.34084320693644
Sm_t00001961-RA	35.72	32.49	42.56	36.9233333333333	5.14171501868135
Sm_t00001962-RA	19.31	19.52	19.25	19.36	0.141774468787578
Sm_t00001963-RA	8.57	21.35	25	18.3066666666667	8.62743492199932
Sm_t00001964-RA	17.44	10.3	7.23	11.6566666666667	5.23845715199937
Sm_t00001965-RA	12.23	22.82	26.36	20.47	7.35228535898873
Sm_t00001966-RA	17.25	18.77	23.17	19.73	3.0745406160921
Sm_t00001967-RA	5.91	12.34	24.77	14.34	9.58774738924634
Sm_t00001968-RA	50.79	52.99	52.87	52.2166666666667	1.23698558331669
Sm_t00001969-RA	18.7	14.56	29.68	20.98	7.8136035220633
Sm_t00001970-RA	46.64	45.93	53.48	48.6833333333333	4.16917657737512
Sm_t00001972-RA	47.84	47.41	48.74	47.9966666666667	0.678699737242719
Sm_t00001973-RA	40.09	36.27	30.15	35.5033333333333	5.01415330173833
Sm_t00001974-RA	23.67	29.58	22.48	25.2433333333333	3.80250356125189
Sm_t00001975-RA	17.17	18.12	13.78	16.3566666666667	2.28145421460378
Sm_t00001978-RA	25.56	11.37	11.24	16.0566666666667	8.23038476216837
Sm_t00001980-RA	100	100	100	100	0
Sm_t00001981-RA	12	23.58	46.62	27.4	17.6232914065449
Sm_t00001982-RA	100	65.11	75	80.0366666666667	17.9820475289477
Sm_t00001983-RA	16.09	16.43	NA	16.26	0.240416305603426
Sm_t00001985-RA	28.72	23.65	NA	26.185	3.5850313806158
Sm_t00001986-RA	50	60	NA	55	7.07106781186548
Sm_t00001987-RA	19.85	38.88	NA	29.365	13.45624204598
Sm_t00001988-RA	20.56	15.18	18.03	17.9233333333333	2.69158565409562
Sm_t00001993-RA	15.29	14.64	24.41	18.1133333333333	5.46274961290862
Sm_t00001995-RA	6.41	11.3	11.64	9.78333333333333	2.92633445343032
Sm_t00001999-RA	35.24	36.85	37.85	36.6466666666667	1.31682699445802
Sm_t00002000-RA	17.61	22.15	29.75	23.17	6.1339383759539
Sm_t00002001-RA	18.56	14.34	NA	16.45	2.98399061660723
Sm_t00002004-RA	100	100	100	100	0
Sm_t00002005-RA	100	100	100	100	0
Sm_t00002006-RA	27.35	29.1	NA	28.225	1.23743686707646
Sm_t00002007-RA	27.96	30.08	42.52	33.52	7.86597737093109
Sm_t00002008-RA	36.79	32.97	25.42	31.7266666666667	5.78607235811421
Sm_t00002009-RA	28.77	22.5	33.77	28.3466666666667	5.64691361128655
Sm_t00002011-RA	36.92	36.5	9.59	27.67	15.6591474863736
Sm_t00002013-RA	48.72	45.45	NA	47.085	2.31223917448001
Sm_t00002017-RA	9.71	17.82	21.24	16.2566666666667	5.92184374442059
Sm_t00002018-RA	19.64	32.65	18.21	23.5	7.95632452832336
Sm_t00002019-RA	28.13	44.92	39.12	37.39	8.52764328522248
Sm_t00002052-RA	13.95	9.16	11.57	11.56	2.39501565756886
Sm_t00002053-RA	12.45	8.7	10.75	10.6333333333333	1.87772024895439
Sm_t00002054-RA	8.44	18.72	22.78	16.6466666666667	7.39140942806806
Sm_t00002055-RA	37.32	33.63	34.11	35.02	2.00626518685841
Sm_t00002056-RA	32.07	31.69	29.1	30.9533333333333	1.61624049365598
Sm_t00002058-RA	68.39	69.89	100	79.4266666666667	17.8328077804179
Sm_t00002060-RA	22.03	20.95	22.59	21.8566666666667	0.833626615058165
Sm_t00002061-RA	33.6	39.59	30.37	34.52	4.67834372401174
Sm_t00002062-RA	9.89	11.19	16.41	12.4966666666667	3.45081632854218
Sm_t00002063-RA	22.86	14.98	14.63	17.49	4.65384787031119
Sm_t00002064-RA	16.44	19.91	25.3	20.55	4.46453805001144
Sm_t00002065-RA	13.53	16.7	19.21	16.48	2.84638367055462
Sm_t00002066-RA	16.25	13.52	15.58	15.1166666666667	1.42275554236606
Sm_t00002067-RA	12.63	11.12	15.66	13.1366666666667	2.31201931941179
Sm_t00002068-RA	51.87	53.21	42.77	49.2833333333333	5.68036383811225
Sm_t00002069-RA	46.37	38.03	44.55	42.9833333333333	4.38517198446461
Sm_t00002071-RA	19.81	13.23	26.59	19.8766666666667	6.68024949633869
Sm_t00002072-RA	16.43	17.22	22.04	18.5633333333333	3.03668130256261
Sm_t00002073-RA	32.32	34.23	44.39	36.98	6.48791954327425
Sm_t00002074-RA	55.64	53.05	63.37	57.3533333333333	5.36909986248471
Sm_t00002075-RA	9.94	8.7	16.3	11.6466666666667	4.07731938083508
Sm_t00002076-RA	16.04	16.81	16.84	16.5633333333333	0.453468117218105
Sm_t00002077-RA	20.52	12.2	16.43	16.3833333333333	4.16019630947066
Sm_t00002078-RA	29.86	18.13	30.68	26.2233333333333	7.02101369699086
Sm_t00002080-RA	15.72	8.9	22.47	15.6966666666667	6.78503009082003
Sm_t00002081-RA	28.15	27.82	18.8	24.9233333333333	5.30552856304943
Sm_t00002082-RA	18.23	24.44	16.6	19.7566666666667	4.13695943095087
Sm_t00002083-RA	11.56	11.98	18.5	14.0133333333333	3.89123802064758
Sm_t00002086-RA	6.03	5.65	11.35	7.67666666666667	3.18686889177031
Sm_t00002087-RA	10.57	7.35	15.35	11.09	4.02527017726761
Sm_t00002088-RA	7.93	12.54	25.96	15.4766666666667	9.36686891833837
Sm_t00002089-RA	31.4	24.02	NA	27.71	5.21844804515672
Sm_t00002091-RA	14.74	15.51	10.27	13.5066666666667	2.82935210487018
Sm_t00002092-RA	9.47	5.28	15.63	10.1266666666667	5.20615341046855
Sm_t00002094-RA	6.55	6.21	8.63	7.13	1.31011449881299
Sm_t00002095-RA	14.93	18.51	21.1	18.18	3.09820916014397
Sm_t00002096-RA	22.44	30.14	16.49	23.0233333333333	6.84367104216248
Sm_t00002098-RA	51.3	55.28	56.56	54.38	2.74306398029649
Sm_t00002100-RA	8.57	13.65	12.94	11.72	2.75098164297765
Sm_t00002101-RA	22.16	15.85	17.25	18.42	3.31371392850982
Sm_t00002103-RA	63.43	59.65	57.96	60.3466666666667	2.80075585036135
Sm_t00002105-RA	34	25.53	36.01	31.8466666666667	5.56194510340882
Sm_t00002106-RA	18.24	14.51	8.85	13.8666666666667	4.72794176501079
Sm_t00002107-RA	40.89	25.95	NA	33.42	10.564175310927
Sm_t00002109-RA	11.09	21.24	10.9	14.41	5.91571635560732
Sm_t00002110-RA	17.39	25.61	26.38	23.1266666666667	4.98299441433896
Sm_t00002111-RA	12.71	16.07	15.69	14.8233333333333	1.84003623152734
Sm_t00002112-RA	11.24	20.24	14.17	15.2166666666667	4.59038487856229
Sm_t00002113-RA	17.24	18.04	22.82	19.3666666666667	3.01730564135179
Sm_t00002114-RA	13.04	18.6	35.08	22.24	11.4620068050931
Sm_t00002115-RA	7.17	3.02	12.02	7.40333333333333	4.5045347521507
Sm_t00002116-RA	22.36	7.08	10.46	13.3	8.02613231886941
Sm_t00002117-RA	31.79	26.63	23.37	27.2633333333333	4.24557809177188
Sm_t00002118-RA	17.67	16.8	12.49	15.6533333333333	2.77384810927587
Sm_t00002119-RA	23.27	18.35	34.58	25.4	8.32201297763948
Sm_t00002121-RA	18.45	14.14	13.22	15.27	2.79211389452508
Sm_t00002122-RA	26.08	27.57	36.69	30.1133333333333	5.74407810996102
Sm_t00002123-RA	7.51	7.32	11.63	8.82	2.43538497983378
Sm_t00002124-RA	25.01	11.02	22.94	19.6566666666667	7.55084322002075
Sm_t00002125-RA	53.28	39.43	46.6	46.4366666666667	6.92644449435158
Sm_t00002126-RA	32.99	34.82	36.81	34.8733333333333	1.91055838260267
Sm_t00002127-RA	59.2	58.33	55.69	57.74	1.82786761008559
Sm_t00002128-RA	26.92	28.88	20.61	25.47	4.3214696574198
Sm_t00002130-RA	17.3	23.63	13.77	18.2333333333333	4.99582158742016
Sm_t00002131-RA	20.4	22.47	33.33	25.4	6.945134987889
Sm_t00002132-RA	24.55	36.15	23.77	28.1566666666667	6.93340705089016
Sm_t00002133-RA	19.13	23.2	16.31	19.5466666666667	3.46384660938289
Sm_t00002136-RA	4.54	6.16	10.64	7.11333333333333	3.15976792396741
Sm_t00002137-RA	32.29	26.33	29.53	29.3833333333333	2.98270570679263
Sm_t00002138-RA	23.77	25.33	24.07	24.39	0.827768083462994
Sm_t00002141-RA	100	100	100	100	0
Sm_t00002142-RA	100	100	NA	100	0
Sm_t00002143-RA	56.77	18.38	NA	37.575	27.1458293297516
Sm_t00002144-RA	19.98	29.59	2.8	17.4566666666667	13.5720828664333
Sm_t00002145-RA	5.88	4.93	8.29	6.36666666666667	1.73206043004663
Sm_t00002146-RA	59.71	52.05	68.11	59.9566666666667	8.03284092543437
Sm_t00002147-RA	42.96	31.79	28.72	34.49	7.49412436512766
Sm_t00002149-RA	16.38	12.62	9.25	12.75	3.56677725685247
Sm_t00002151-RA	11.4	15.05	14.16	13.5366666666667	1.90316403216678
Sm_t00002154-RA	52.28	65.21	59.83	59.1066666666667	6.49527777183804
Sm_t00002155-RA	40.54	42.61	45.67	42.94	2.58087194568038
Sm_t00002156-RA	10.4	9.68	12.14	10.74	1.26475294030099
Sm_t00002157-RA	9.66	12.49	13.32	11.8233333333333	1.9189146237739
Sm_t00002158-RA	37.92	38.11	32.57	36.2	3.14510731136475
Sm_t00002161-RA	7.48	2.75	9.81	6.68	3.59734624410829
Sm_t00002162-RA	0.17	2.72	3.95	2.28	1.92803008275286
Sm_t00002163-RA	13.93	15.14	12.68	13.9166666666667	1.23005419934787
Sm_t00002164-RA	4.24	12.08	2.76	6.36	5.00863254791166
Sm_t00002166-RA	27.27	55.56	NA	41.415	20.0040508397674
Sm_t00002167-RA	26.43	24.46	21.64	24.1766666666667	2.40753677715073
Sm_t00002168-RA	22.17	23.17	17.2	20.8466666666667	3.19744168568144
Sm_t00002170-RA	5.15	1.64	23.4	10.0633333333333	11.6824669198476
Sm_t00002173-RA	28.64	23.09	14.02	21.9166666666667	7.38028680562845
Sm_t00002174-RA	12.15	32.52	23.51	22.7266666666667	10.2075674542632
Sm_t00002177-RA	39.81	33.79	41.68	38.4266666666667	4.12289138024922
Sm_t00002178-RA	38.21	44.91	49.01	44.0433333333333	5.45191097995311
Sm_t00002180-RA	25.82	36.88	40.76	34.4866666666667	7.75222118707492
Sm_t00002181-RA	31.39	27.44	45.62	34.8166666666667	9.56214585400857
Sm_t00002182-RA	23.88	23.69	27.14	24.9033333333333	1.939338375151
Sm_t00002183-RA	18.6	14.04	27.1	19.9133333333333	6.62831300809892
Sm_t00002184-RA	15.71	3.77	16.79	12.09	7.22553804224986
Sm_t00002185-RA	76.73	71.92	68.92	72.5233333333333	3.93980117941672
Sm_t00002186-RA	21.73	17.47	17.39	18.8633333333333	2.48292837861533
Sm_t00002187-RA	15.87	16.39	23.28	18.5133333333333	4.13623419710893
Sm_t00002188-RA	30.56	33.78	38.4	34.2466666666667	3.94077826492856
Sm_t00002189-RA	12.47	8.12	4.92	8.50333333333333	3.78956901683204
Sm_t00002190-RA	26.3	12.14	27.27	21.9033333333333	8.46919319258531
Sm_t00002201-RA	17.86	20.08	20.46	19.4666666666667	1.40432664766191
Sm_t00002202-RA	14.35	20.91	39.04	24.7666666666667	12.788840187184
Sm_t00002203-RA	19.7	14.47	6.36	13.51	6.72161438941569
Sm_t00002204-RA	23.01	16.49	31.84	23.78	7.70391458935002
Sm_t00002205-RA	37.33	14.72	42.84	31.63	14.9013791308053
Sm_t00002206-RA	17.67	12.72	17.6	15.9966666666667	2.83789241045769
Sm_t00002207-RA	16.6	11.53	11.78	13.3033333333333	2.85773220112266
Sm_t00002208-RA	34.25	29.13	33.75	32.3766666666667	2.82278821970996
Sm_t00002209-RA	26.98	24.59	13.58	21.7166666666667	7.14716960295006
Sm_t00002210-RA	23.42	13.44	21.67	19.51	5.3290993610553
Sm_t00002212-RA	49.12	43.7	25.93	39.5833333333333	12.1307144609596
Sm_t00002213-RA	31.78	44.62	21.68	32.6933333333333	11.4972402485698
Sm_t00002214-RA	31.78	30.58	18.98	27.1133333333333	7.0691819422995
Sm_t00002215-RA	30.37	25.15	38.11	31.21	6.5207054833047
Sm_t00002217-RA	10.47	14.46	15.76	13.5633333333333	2.7566344214156
Sm_t00002218-RA	24.85	35.01	31.94	30.6	5.21086365202545
Sm_t00002219-RA	32.02	31.37	24.18	29.19	4.35094242664736
Sm_t00002220-RA	20.84	17.97	14.21	17.6733333333333	3.32494110223525
Sm_t00002224-RA	26.72	31.14	22.16	26.6733333333333	4.490181881988
Sm_t00002225-RA	63.32	56	59.87	59.73	3.66200764608705
Sm_t00002226-RA	27.1	26.43	29.26	27.5966666666667	1.47892979324014
Sm_t00002227-RA	46.05	50.26	54.17	50.16	4.06092354027997
Sm_t00002228-RA	18.82	4.88	9.74	11.1466666666667	7.07565780216464
Sm_t00002229-RA	11.32	15.68	14.76	13.92	2.29817318755572
Sm_t00002231-RA	44.42	46.17	46.44	45.6766666666667	1.09664640305494
Sm_t00002232-RA	11.1	23.37	48.4	27.6233333333333	19.0102770451494
Sm_t00002233-RA	23.11	22.64	27.09	24.28	2.44485173374583
Sm_t00002234-RA	19.1	11.23	41.63	23.9866666666667	15.7781378284427
Sm_t00002235-RA	15.05	26.58	11.22	17.6166666666667	7.99520064371954
Sm_t00002238-RA	34.54	48.56	51.9	45	9.21127569883781
Sm_t00002240-RA	2.84	10.17	9.02	7.34333333333333	3.94216099789612
Sm_t00002241-RA	40.5	42.32	40.5	41.1066666666667	1.05077748992512
Sm_t00002242-RA	3.38	13.11	28.03	14.84	12.4157279287201
Sm_t00002243-RA	43.35	46.82	26.82	38.9966666666667	10.687077866907
Sm_t00002244-RA	12.42	13.47	8.66	11.5166666666667	2.52903802528419
Sm_t00002245-RA	11.78	10.29	16.45	12.84	3.21389172188486
Sm_t00002246-RA	23.23	42.12	15.91	27.0866666666667	13.5239207825739
Sm_t00002248-RA	14.65	20.76	32.25	22.5533333333333	8.93599649358332
Sm_t00002250-RA	22.16	12.71	30.76	21.8766666666667	9.02833502553673
Sm_t00002257-RA	6.8	5.57	3.08	5.15	1.89523085665045
Sm_t00002259-RA	24.83	39.08	41.21	35.04	8.90602604981594
Sm_t00002260-RA	54.7	65.29	53.62	57.87	6.44855797833904
Sm_t00002263-RA	11.04	18.95	33.12	21.0366666666667	11.1869224245694
Sm_t00002264-RA	55.26	46.59	40.77	47.54	7.29156361831946
Sm_t00002265-RA	10.53	14.92	16.87	14.1066666666667	3.24731170868048
Sm_t00002266-RA	37.7	33.26	38.53	36.4966666666667	2.83359018443623
Sm_t00002267-RA	19.29	2.46	15.16	12.3033333333333	8.77112497535711
Sm_t00002268-RA	11.78	22.38	8.23	14.13	7.36189513644415
Sm_t00002269-RA	12.79	16.39	5.74	11.64	5.41733329231274
Sm_t00002270-RA	24.93	22.91	21.51	23.1166666666667	1.71934095901114
Sm_t00002271-RA	9.84	11.08	16.74	12.5533333333333	3.67838732780186
Sm_t00002272-RA	14.02	15.7	NA	14.86	1.1879393923934
Sm_t00002273-RA	8.2	12.4	13.21	11.27	2.68936795548694
Sm_t00002276-RA	39.43	30.48	33.57	34.4933333333333	4.54588091939652
Sm_t00002277-RA	68.74	63.54	67.13	66.47	2.66208564850945
Sm_t00002279-RA	24.1	26.28	19.41	23.2633333333333	3.51058874454604
Sm_t00002280-RA	23.02	27.14	28.15	26.1033333333333	2.71757857905403
Sm_t00002282-RA	24.34	23.01	20.96	22.77	1.70273309711182
Sm_t00002283-RA	22.61	19.26	17.12	19.6633333333333	2.76713449859838
Sm_t00002286-RA	31.08	29.11	25.54	28.5766666666667	2.80824381657529
Sm_t00002287-RA	15.89	16.13	9.98	14	3.48348962966735
Sm_t00002288-RA	19.74	23.51	19.85	21.0333333333333	2.14556130961885
Sm_t00002289-RA	100	100	100	100	0
Sm_t00002290-RA	100	83.33	100	94.4433333333333	9.62442898739106
Sm_t00002292-RA	13.84	31.16	29.22	24.74	9.48938354162166
Sm_t00002293-RA	12.09	21.53	21.2	18.2733333333333	5.35746519665162
Sm_t00002294-RA	54.24	34.91	11.03	33.3933333333333	21.6448893121063
Sm_t00002295-RA	15.54	13.09	22.66	17.0966666666667	4.97128085440094
Sm_t00002296-RA	21.46	20.28	25.16	22.3	2.54613432481478
Sm_t00002297-RA	6.75	9.21	6.51	7.49	1.49438950745781
Sm_t00002298-RA	57.03	58.3	58.54	57.9566666666667	0.81143905090483
Sm_t00002302-RA	38.1	NA	20.73	29.415	12.2824447892103
Sm_t00002304-RA	19.37	29.39	24.6	24.4533333333333	5.01160985446127
Sm_t00002305-RA	48.96	21.49	NA	35.225	19.4242232791945
Sm_t00002306-RA	40.51	49.53	31.28	40.44	9.12520136764116
Sm_t00002307-RA	9.67	12.4	19.76	13.9433333333333	5.21904525112911
Sm_t00002308-RA	31.91	38.4	31.29	33.8666666666667	3.93820178931112
Sm_t00002309-RA	18.75	17.57	25.73	20.6833333333333	4.41018518129719
Sm_t00002310-RA	32.41	21.32	27.56	27.0966666666667	5.55949937794163
Sm_t00002313-RA	18.98	18.27	NA	18.625	0.502045814642449
Sm_t00002314-RA	71.24	100	100	90.4133333333333	16.6045937418936
Sm_t00002315-RA	100	66.67	100	88.89	19.2430844720902
Sm_t00002316-RA	63.99	64.58	61.96	63.51	1.37437258412703
Sm_t00002317-RA	24.33	45.18	NA	34.755	14.7431763877395
Sm_t00002318-RA	15.58	17.98	22.52	18.6933333333333	3.5245614384393
Sm_t00002319-RA	15.78	16.14	11.02	14.3133333333333	2.85778468981366
Sm_t00002320-RA	58.75	54.5	57.11	56.7866666666667	2.14336962125839
Sm_t00002321-RA	16.96	13.29	12.14	14.13	2.51739945181531
Sm_t00002322-RA	8.42	21.88	15	15.1	6.730557183473
Sm_t00002323-RA	5.68	12.48	2.78	6.98	4.97895571380184
Sm_t00002324-RA	22.46	26.56	25.72	24.9133333333333	2.16576391449607
Sm_t00002326-RA	31.83	27.24	20.7	26.59	5.59339789394604
Sm_t00002327-RA	25.66	34.4	34.52	31.5266666666667	5.08103663963697
Sm_t00002328-RA	37.32	30.62	21.7	29.88	7.83624910272766
Sm_t00002329-RA	18.46	16.69	23.4	19.5166666666667	3.47756140611971
Sm_t00002330-RA	38.02	37.5	16.46	30.66	12.3003089392096
Sm_t00002332-RA	21.72	26.38	22.64	23.58	2.46811669092043
Sm_t00002333-RA	17.44	20.36	24.32	20.7066666666667	3.45307592348233
Sm_t00002335-RA	54.3	39.47	35.62	43.13	9.86317900070763
Sm_t00002336-RA	36.53	39.85	33.64	36.6733333333333	3.10748022251684
Sm_t00002337-RA	19.78	16.7	24.12	20.2	3.72778754759442
Sm_t00002338-RA	10.44	14.3	17.45	14.0633333333333	3.51098751540551
Sm_t00002339-RA	100	86.02	85.04	90.3533333333333	8.36861597477942
Sm_t00002340-RA	33.33	41.79	44.68	39.9333333333333	5.89839243636208
Sm_t00002341-RA	39.5	36.85	25.86	34.07	7.23247537154466
Sm_t00002342-RA	13.45	18.77	36.22	22.8133333333333	11.9113237439561
Sm_t00002343-RA	35.09	35.29	36.52	35.6333333333333	0.774359950755031
Sm_t00002344-RA	31.72	30.55	29.01	30.4266666666667	1.35920319795582
Sm_t00002345-RA	26.17	9.08	17.78	17.6766666666667	8.54546858477248
Sm_t00002346-RA	23.8	41.37	20.22	28.4633333333333	11.3199219667511
Sm_t00002348-RA	34.41	44.62	51.15	43.3933333333333	8.43714604195834
Sm_t00002349-RA	20.47	11.17	6.37	12.67	7.16868188720911
Sm_t00002352-RA	9.63	4.13	5.02	6.26	2.95223644039565
Sm_t00002353-RA	29.55	14.25	5.71	16.5033333333333	12.0786809434364
Sm_t00002354-RA	25.54	29.01	27.83	27.46	1.764341236836
Sm_t00002356-RA	14.93	12.17	14.7	13.9333333333333	1.53141546725026
Sm_t00002357-RA	16.88	40.8	46.84	34.84	15.8442923477194
Sm_t00002358-RA	13.57	25.18	9.61	16.12	8.0921628752763
Sm_t00002361-RA	43.18	30.76	32.28	35.4066666666667	6.77466850357516
Sm_t00002362-RA	31.57	24.72	30.13	28.8066666666667	3.61165243805842
Sm_t00002365-RA	13.44	15.13	13.41	13.9933333333333	0.984496487212288
Sm_t00002367-RA	39.4	34.84	19.05	31.0966666666667	10.6789528200724
Sm_t00002368-RA	33.49	29.88	NA	31.685	2.55265548008344
Sm_t00002372-RA	3	7.41	2.89	4.43333333333333	2.57845561011496
Sm_t00002373-RA	5.97	1.73	7.3	5	2.90893451284143
Sm_t00002374-RA	30.78	39.95	31.36	34.03	5.13506572499321
Sm_t00002376-RA	35.57	46.17	NA	40.87	7.4953318805774
Sm_t00002377-RA	10.84	11.19	8.34	10.1233333333333	1.55429512427123
Sm_t00002379-RA	4.27	16.55	6.29	9.03666666666667	6.58465893826957
Sm_t00002380-RA	35.14	45.69	37.12	39.3166666666667	5.60755145614673
Sm_t00002381-RA	22.05	23.66	30.84	25.5166666666667	4.67989672250717
Sm_t00002382-RA	14.61	6.77	6.88	9.42	4.49500834259515
Sm_t00002383-RA	23.94	27.17	22.27	24.46	2.49104395786184
Sm_t00002384-RA	15.39	22.82	11.48	16.5633333333333	5.76033274501858
Sm_t00002385-RA	16.04	12.21	18.56	15.6033333333333	3.19744168568143
Sm_t00002386-RA	7.79	7.52	10.29	8.53333333333333	1.52729608567996
Sm_t00002387-RA	15.29	12.69	19.1	15.6933333333333	3.22397787420034
Sm_t00002388-RA	51.93	45.73	45.13	47.5966666666667	3.76474877426547
Sm_t00002393-RA	22.62	17.63	22.22	20.8233333333333	2.77273030302865
Sm_t00002396-RA	53.14	57.42	50.66	53.74	3.41970758983864
Sm_t00002397-RA	17.3	15.33	1.07	11.2333333333333	8.85664910298095
Sm_t00002398-RA	25.42	28.89	27.88	27.3966666666667	1.78477823085484
Sm_t00002399-RA	2.98	12.85	7.14	7.65666666666667	4.95524301455875
Sm_t00002400-RA	27.19	10.34	11.89	16.4733333333333	9.31320746753412
Sm_t00002401-RA	25.33	21.06	6.58	17.6566666666667	9.82739199041807
Sm_t00002402-RA	38.57	100	64.65	67.74	30.8313525489882
Sm_t00002403-RA	65.31	59.64	67	63.9833333333333	3.85518265888055
Sm_t00002404-RA	16.51	22.64	22.8	20.65	3.58623758275996
Sm_t00002407-RA	34.1	20.83	30.25	28.3933333333333	6.82705158420041
Sm_t00002408-RA	30.3	36.37	37.5	34.7233333333333	3.8721613258403
Sm_t00002409-RA	43.89	41.2	44.28	43.1233333333333	1.67703110684726
Sm_t00002410-RA	25.53	35.72	34.26	31.8366666666667	5.51030247203666
Sm_t00002411-RA	62.91	42.78	40.13	48.6066666666667	12.4577138084535
Sm_t00002412-RA	22.98	19.66	30.22	24.2866666666667	5.39990123366468
Sm_t00002413-RA	8.67	24.51	9.14	14.1066666666667	9.01261523273535
Sm_t00002414-RA	14.97	16.86	12.3	14.71	2.29109144295901
Sm_t00002416-RA	66.55	78.07	76.69	73.77	6.29065974282507
Sm_t00002417-RA	47.13	62.18	53.91	54.4066666666667	7.53728288797318
Sm_t00002418-RA	11.47	13.78	11.62	12.29	1.2925556080881
Sm_t00002419-RA	64.76	42.22	100	68.9933333333333	29.1216918006721
Sm_t00002421-RA	36.43	40.74	42.23	39.8	3.01209229606265
Sm_t00002422-RA	50.12	47.91	45.11	47.7133333333333	2.51078341027922
Sm_t00002423-RA	30.07	43.82	40.16	38.0166666666667	7.12116797536284
Sm_t00002424-RA	11.12	16.93	11.36	13.1366666666667	3.28731399980795
Sm_t00002425-RA	14.44	9.31	14.91	12.8866666666667	3.10638589575303
Sm_t00002426-RA	10.65	9.29	11.21	10.3833333333333	0.987387124350594
Sm_t00002430-RA	18.46	17.24	18.23	17.9766666666667	0.648254065419828
Sm_t00002431-RA	20.34	6.42	6.73	11.1633333333333	7.94873784530181
Sm_t00002433-RA	44.08	39.06	NA	41.57	3.54967604155647
Sm_t00002434-RA	54.95	61.54	31.25	49.2466666666667	15.9300669594743
Sm_t00002435-RA	15.48	31.33	39.37	28.7266666666667	12.1559052864578
Sm_t00002436-RA	8.62	10.43	13.35	10.8	2.38660847228866
