gene	bias1	bias2	mean	SD
Sm_t00011538-RA	29.55	16.97	23.26	8.89540330732677
Sm_t00011541-RA	38.56	39.67	39.115	0.784888527117067
Sm_t00011542-RA	30.03	27.6	28.815	1.71826947828331
Sm_t00011543-RA	37.14	37.29	37.215	0.106066017177981
Sm_t00011544-RA	24.67	13	18.835	8.25193613644701
Sm_t00011546-RA	35.29	30.21	32.75	3.59210244842766
Sm_t00011547-RA	25.56	20.13	22.845	3.83958982184295
Sm_t00011550-RA	9.3	11.05	10.175	1.23743686707646
Sm_t00011551-RA	10.65	14.29	12.47	2.57386868351903
Sm_t00011552-RA	32.66	32.02	32.34	0.452548339959386
Sm_t00011553-RA	44.6	32.47	38.535	8.57720525579282
Sm_t00011554-RA	57.37	10.27	33.82	33.3047293938864
Sm_t00011555-RA	31.63	23.88	27.755	5.48007755419574
Sm_t00011559-RA	6.81	5.4	6.105	0.997020561473032
Sm_t00011562-RA	17.09	20.96	19.025	2.73650324319194
Sm_t00011570-RA	69.15	65.42	67.285	2.63750829382582
Sm_t00011571-RA	8.73	12.35	10.54	2.5597265478953
Sm_t00011572-RA	14.99	10.11	12.55	3.45068109219035
Sm_t00011573-RA	32.4	50.03	41.215	12.4662925523188
Sm_t00011574-RA	28.04	27.06	27.55	0.692964645562817
Sm_t00011575-RA	33.74	26.77	30.255	4.92853426487024
Sm_t00011576-RA	38.04	35.12	36.58	2.06475180106472
Sm_t00011577-RA	46.05	32.36	39.205	9.68029183444383
Sm_t00011612-RA	59.76	54.61	57.185	3.64159992311072
Sm_t00011613-RA	35.78	32.18	33.98	2.54558441227157
Sm_t00011614-RA	25.18	19.16	22.17	4.25678282274302
Sm_t00011618-RA	16.06	21.98	19.02	4.18607214462436
Sm_t00011626-RA	75	53.52	64.26	15.188653659887
Sm_t00011627-RA	39.77	46.28	43.025	4.60326514552442
Sm_t00011633-RA	29.78	24.31	27.045	3.86787409309042
Sm_t00011634-RA	13.9	14.34	14.12	0.311126983722081
Sm_t00011637-RA	22.75	30.75	26.75	5.65685424949238
Sm_t00011638-RA	16.17	10.01	13.09	4.35577777210913
Sm_t00011643-RA	65.62	46.8	56.21	13.3077496219308
Sm_t00011644-RA	12.38	27.62	20	10.776307345283
Sm_t00011645-RA	51.13	46.37	48.75	3.36582827844797
Sm_t00011646-RA	42.35	38.74	40.545	2.55265548008344
Sm_t00011647-RA	45.7	44.42	45.06	0.905096679918782
Sm_t00011648-RA	12.17	4.42	8.295	5.48007755419574
Sm_t00011649-RA	10.34	18.66	14.5	5.88312841947208
Sm_t00011650-RA	71.05	63.19	67.12	5.55785930012626
Sm_t00011651-RA	100	100	100	0
Sm_t00011654-RA	29.1	29.47	29.285	0.261629509039021
Sm_t00011657-RA	18.07	22.27	20.17	2.9698484809835
Sm_t00011658-RA	22.41	41.2	31.805	13.2865364184952
Sm_t00011659-RA	21.33	16.56	18.945	3.37289934625983
Sm_t00011660-RA	15.31	25.74	20.525	7.37512372777569
Sm_t00011661-RA	48.3	52.9	50.6	3.25269119345812
Sm_t00011662-RA	48.3	51	49.65	1.90918830920368
Sm_t00011663-RA	51.82	55.31	53.565	2.46780266634105
Sm_t00011664-RA	38.01	22.77	30.39	10.776307345283
Sm_t00011666-RA	17.03	20.57	18.8	2.50315800540038
Sm_t00011673-RA	24.46	20.12	22.29	3.06884343034962
Sm_t00011674-RA	46.23	32.09	39.16	9.99848988597778
Sm_t00011678-RA	24.88	27.33	26.105	1.73241161390704
Sm_t00011679-RA	11.39	14.64	13.015	2.29809703885628
Sm_t00011680-RA	14.76	16.14	15.45	0.975807358037436
Sm_t00011681-RA	30.24	32.66	31.45	1.71119841047144
Sm_t00011682-RA	39.64	45.89	42.765	4.41941738241592
Sm_t00011683-RA	23.23	28.66	25.945	3.83958982184295
Sm_t00011686-RA	37.6	35.14	36.37	1.73948268171891
Sm_t00011690-RA	10.84	11.82	11.33	0.692964645562817
Sm_t00011691-RA	12.89	13.16	13.025	0.190918830920368
Sm_t00011692-RA	15.35	15.88	15.615	0.374766594028871
Sm_t00011693-RA	42.22	37.34	39.78	3.45068109219035
Sm_t00011694-RA	22.27	16.73	19.5	3.91737156777347
Sm_t00011695-RA	35.18	44.35	39.765	6.48416918348064
Sm_t00011696-RA	30.2	27.62	28.91	1.82433549546129
Sm_t00011697-RA	28.62	16.07	22.345	8.87419010389117
Sm_t00011698-RA	18.17	27.86	23.015	6.85186470969764
Sm_t00011699-RA	49.76	37.12	43.44	8.93782971419796
Sm_t00011702-RA	20.2	26.5	23.35	4.45477272147525
Sm_t00011703-RA	8.63	23.11	15.87	10.2389061915812
Sm_t00011704-RA	24.94	36.75	30.845	8.35093108581312
Sm_t00011705-RA	27.18	25.92	26.55	0.890954544295049
Sm_t00011707-RA	4.6	8.67	6.635	2.87792459942925
Sm_t00011708-RA	5.21	9.66	7.435	3.14662517628014
Sm_t00011710-RA	18.15	12.13	15.14	4.25678282274301
Sm_t00011711-RA	26.6	17.2	21.9	6.64680374315355
Sm_t00011718-RA	16.73	19.01	17.87	1.61220346110533
Sm_t00011719-RA	21.93	23.14	22.535	0.855599205235723
Sm_t00011726-RA	51.94	49.17	50.555	1.95868578388673
Sm_t00011727-RA	21.23	23.42	22.325	1.54856385079854
Sm_t00011728-RA	26.07	23.74	24.905	1.64755880016466
Sm_t00011729-RA	33.64	37.77	35.705	2.92035100630044
Sm_t00011736-RA	19.8	25.21	22.505	3.82544768621922
Sm_t00011739-RA	76.44	75.86	76.15	0.410121933088196
Sm_t00011740-RA	28.42	40.42	34.42	8.48528137423857
Sm_t00011741-RA	22.93	22.3	22.615	0.445477272147524
Sm_t00011747-RA	16.74	14.41	15.575	1.64755880016465
Sm_t00011749-RA	33.54	29.64	31.59	2.75771644662753
Sm_t00011751-RA	66.29	69.23	67.76	2.07889393668845
Sm_t00011754-RA	16.37	27.74	22.055	8.03980410209104
Sm_t00011758-RA	62.39	64.11	63.25	1.21622366364086
Sm_t00011759-RA	36.17	33.97	35.07	1.55563491861041
Sm_t00011761-RA	28.58	35.31	31.945	4.75882863738547
Sm_t00011762-RA	18.86	14.98	16.92	2.7435743110038
Sm_t00011764-RA	52.71	57.24	54.975	3.20319371877506
Sm_t00011768-RA	31.01	27.28	29.145	2.63750829382582
Sm_t00011770-RA	22.34	18.07	20.205	3.01934595566656
Sm_t00011771-RA	51.02	48.52	49.77	1.76776695296637
Sm_t00011772-RA	25.03	28.7	26.865	2.59508188695463
Sm_t00011775-RA	32.68	33.24	32.96	0.395979797464468
Sm_t00011779-RA	39.66	36.18	37.92	2.46073159852918
Sm_t00011780-RA	62.25	34.73	48.49	19.4595786182538
Sm_t00011781-RA	37.3	34.89	36.095	1.70412734265958
Sm_t00011787-RA	11.17	13.72	12.445	1.8031222920257
Sm_t00011791-RA	35.39	28.95	32.17	4.55376767084137
Sm_t00011792-RA	12.48	18.27	15.375	4.09414826307011
Sm_t00011793-RA	9.09	19.02	14.055	7.02157033718242
Sm_t00011794-RA	37.85	41.97	39.91	2.91327993848857
Sm_t00011795-RA	27.8	28.98	28.39	0.834386001800126
Sm_t00011796-RA	19.87	15.22	17.545	3.28804653251745
Sm_t00011797-RA	14.03	17.3	15.665	2.31223917448001
Sm_t00011799-RA	36.62	36.9	36.76	0.197989898732234
Sm_t00011802-RA	25.89	16.41	21.15	6.70337228564847
Sm_t00011807-RA	25.71	27.84	26.775	1.50613744392735
Sm_t00011808-RA	24.56	24.87	24.715	0.219203102167831
Sm_t00011811-RA	29.01	23.22	26.115	4.09414826307011
Sm_t00011813-RA	22.91	18.05	20.48	3.43653895656662
Sm_t00011817-RA	28.33	31.28	29.805	2.08596500450032
Sm_t00011818-RA	33.18	14.78	23.98	13.0107647738325
Sm_t00011821-RA	27.63	23.63	25.63	2.82842712474619
Sm_t00011823-RA	47.58	42.32	44.95	3.71938166904124
Sm_t00011824-RA	20.74	16.46	18.6	3.02641702347842
Sm_t00011825-RA	13.42	9.08	11.25	3.06884343034962
Sm_t00011827-RA	48.28	35.54	41.91	9.00854039231662
Sm_t00011828-RA	72.93	69.08	71.005	2.72236110756821
Sm_t00011830-RA	30.39	31.26	30.825	0.615182899632297
Sm_t00011832-RA	31.67	22.32	26.995	6.61144840409422
Sm_t00011833-RA	60.34	46.24	53.29	9.97020561473032
Sm_t00011834-RA	22.28	21.65	21.965	0.445477272147527
Sm_t00011835-RA	34.41	31.98	33.195	1.71826947828331
Sm_t00011839-RA	26.95	24.82	25.885	1.50613744392735
Sm_t00011840-RA	44.8	76.47	60.635	22.394071760178
Sm_t00011843-RA	23.13	22.84	22.985	0.205060966544098
Sm_t00011844-RA	12.28	14.03	13.155	1.23743686707646
Sm_t00011847-RA	45.13	38.39	41.76	4.76589970519733
Sm_t00011854-RA	4.92	13.84	9.38	6.307392488184
Sm_t00011856-RA	32.07	26.62	29.345	3.85373195746668
Sm_t00011857-RA	37.94	40.35	39.145	1.70412734265958
Sm_t00011861-RA	21.15	27.24	24.195	4.30628029742607
Sm_t00011862-RA	37.1	21.95	29.525	10.7126677349762
Sm_t00011865-RA	23.96	19.63	21.795	3.06177236253775
Sm_t00011866-RA	50.79	49.06	49.925	1.22329473145272
Sm_t00011869-RA	24.84	22.86	23.85	1.40007142674936
Sm_t00011873-RA	38.07	41.96	40.015	2.75064537881567
Sm_t00011876-RA	12	21.84	16.92	6.95793072687563
Sm_t00011877-RA	46.29	54.25	50.27	5.62856997824492
Sm_t00011882-RA	49.93	36.29	43.11	9.64493649538451
Sm_t00011885-RA	36.81	24.73	30.77	8.5418499167335
Sm_t00011896-RA	49.24	48.7	48.97	0.381837661840735
Sm_t00011921-RA	19.94	28.21	24.075	5.84777308041275
Sm_t00011925-RA	34.75	22.58	28.665	8.60548952704028
Sm_t00011926-RA	11.98	12.19	12.085	0.148492424049174
Sm_t00011927-RA	62.74	62.25	62.495	0.34648232278141
Sm_t00011929-RA	100	100	100	0
Sm_t00011930-RA	21.78	30.75	26.265	6.34274782724333
Sm_t00011955-RA	22.26	16.6	19.43	4.00222438151586
Sm_t00011958-RA	58.27	45.94	52.105	8.71862661203014
Sm_t00011960-RA	53.74	57.26	55.5	2.48901586977664
Sm_t00011962-RA	75.55	100	87.775	17.2887608000111
Sm_t00011967-RA	25.79	59.9	42.845	24.1194123062731
Sm_t00011968-RA	8.66	11.72	10.19	2.16374675043084
Sm_t00011969-RA	23.55	28.79	26.17	3.70523953341751
Sm_t00011970-RA	100	100	100	0
Sm_t00011973-RA	37.8	38.28	38.04	0.339411254969546
Sm_t00011978-RA	28.69	22.83	25.76	4.14364573775317
Sm_t00011980-RA	16.89	24.89	20.89	5.65685424949238
Sm_t00011990-RA	24.5	21.27	22.885	2.28395490323255
Sm_t00011995-RA	22.38	22.06	22.22	0.226274169979695
Sm_t00011999-RA	35.09	22.44	28.765	8.94490078200983
Sm_t00012003-RA	48.19	57	52.595	6.22961074225349
Sm_t00012007-RA	47.15	49.56	48.355	1.70412734265958
Sm_t00012009-RA	100	100	100	0
Sm_t00012015-RA	53.49	70.42	61.955	11.9713178054882
Sm_t00012020-RA	25.35	32.89	29.12	5.33158513014657
Sm_t00012027-RA	30.98	29.96	30.47	0.721248916810278
Sm_t00012028-RA	30.98	30.48	30.73	0.353553390593274
Sm_t00012036-RA	31.29	34.74	33.015	2.43951839509359
Sm_t00012039-RA	75	67.93	71.465	4.99924494298889
Sm_t00012044-RA	31.23	100	65.615	48.6277333421989
Sm_t00012048-RA	100	100	100	0
Sm_t00012049-RA	13.78	5.7	9.74	5.7134227919873
Sm_t00012050-RA	22	41.92	31.96	14.085567081236
Sm_t00012051-RA	30.95	36.28	33.615	3.7688791437243
Sm_t00012054-RA	30.47	31.64	31.055	0.827314933988262
Sm_t00012058-RA	40.85	32.09	36.47	6.19425540319416
Sm_t00012060-RA	8.25	33.47	20.86	17.8332330215247
Sm_t00012061-RA	23.35	19.47	21.41	2.74357431100381
Sm_t00012063-RA	34.82	39.3	37.06	3.16783837971573
Sm_t00012066-RA	24.17	33.29	28.73	6.44881384442131
Sm_t00012068-RA	30.12	16.18	23.15	9.85706852974047
Sm_t00012072-RA	21.86	24.97	23.415	2.19910208949016
Sm_t00012073-RA	33.58	38.71	36.145	3.62745778748699
Sm_t00012074-RA	10.96	9.49	10.225	1.03944696834423
Sm_t00012075-RA	28.75	21.62	25.185	5.04167134986008
Sm_t00012080-RA	38.41	31.6	35.005	4.81539717988039
Sm_t00012083-RA	17.06	18.94	18	1.32936074863071
Sm_t00012087-RA	47.98	36.35	42.165	8.22365186519954
Sm_t00012088-RA	10.49	10.12	10.305	0.261629509039023
Sm_t00012089-RA	29.46	26.7	28.08	1.95161471607487
Sm_t00012090-RA	46.45	37.82	42.135	6.10233152163991
Sm_t00012092-RA	60.29	43.07	51.68	12.1763787720323
Sm_t00012093-RA	42.54	49.54	46.04	4.94974746830583
Sm_t00012097-RA	16.76	18.4	17.58	1.15965512114594
Sm_t00012098-RA	24	21.66	22.83	1.65462986797652
Sm_t00012099-RA	16.88	16.38	16.63	0.353553390593274
Sm_t00012100-RA	26.64	25.78	26.21	0.60811183182043
Sm_t00012101-RA	42.92	43.99	43.455	0.756604255869606
Sm_t00012103-RA	34.8	20.91	27.855	9.82171319068114
Sm_t00012105-RA	17.4	15.22	16.31	1.54149278298667
Sm_t00012108-RA	31.17	27.18	29.175	2.82135605693433
Sm_t00012109-RA	41.32	37.01	39.165	3.04763022691402
Sm_t00012110-RA	30.71	25.7	28.205	3.5426049737446
Sm_t00012111-RA	53.04	68.98	61.01	11.2712820921136
Sm_t00012116-RA	30.95	33.13	32.04	1.54149278298668
Sm_t00012117-RA	100	71.97	85.985	19.8202030766589
Sm_t00012127-RA	100	100	100	0
Sm_t00012128-RA	100	100	100	0
Sm_t00012129-RA	100	100	100	0
Sm_t00012130-RA	77.5	77.77	77.635	0.190918830920365
Sm_t00012131-RA	18.2	32.34	25.27	9.99848988597778
Sm_t00012133-RA	0	40.64	20.32	28.7368195874213
Sm_t00012134-RA	25.85	24.99	25.42	0.608111831820433
Sm_t00012135-RA	100	100	100	0
Sm_t00012136-RA	100	100	100	0
Sm_t00012137-RA	43.89	31.97	37.93	8.42871283174365
Sm_t00012138-RA	30.45	20.93	25.69	6.73165655689593
Sm_t00012142-RA	42.35	43.07	42.71	0.509116882454313
Sm_t00012144-RA	24.46	19.61	22.035	3.42946788875476
Sm_t00012145-RA	5.76	7.69	6.725	1.36471608769004
Sm_t00012147-RA	100	67.99	83.995	22.6344880657814
Sm_t00012148-RA	100	59.37	79.685	28.7297485196094
Sm_t00012151-RA	49.05	45.66	47.355	2.3970919882224
Sm_t00012154-RA	31.19	26.73	28.96	3.153696244092
Sm_t00012156-RA	15.69	9.05	12.37	4.69518902707867
Sm_t00012158-RA	22.99	18.25	20.62	3.35168614282423
Sm_t00012159-RA	29.56	22.5	26.03	4.99217387517702
Sm_t00012160-RA	24.05	24.53	24.29	0.339411254969543
Sm_t00012165-RA	14.47	17.32	15.895	2.01525432638166
Sm_t00012166-RA	18.04	15.88	16.96	1.52735064736294
Sm_t00012167-RA	25.51	16.25	20.88	6.54780879378743
Sm_t00012168-RA	49.51	42.33	45.92	5.07702668891941
Sm_t00012172-RA	58.53	51.3	54.915	5.11238202797874
Sm_t00012180-RA	45.01	10.78	27.895	24.2042651200155
Sm_t00012182-RA	12.51	20.51	16.51	5.65685424949238
Sm_t00012184-RA	11.9	11.29	11.595	0.431335136523795
Sm_t00012185-RA	47.68	32.15	39.915	10.9813683118271
Sm_t00012188-RA	24.36	6.18	15.27	12.8552012819714
Sm_t00012190-RA	77.66	67.5	72.58	7.18420489685532
Sm_t00012191-RA	81.87	100	90.935	12.8198459429121
Sm_t00012192-RA	47.5	20	33.75	19.4454364826301
Sm_t00012194-RA	19.19	4.35	11.77	10.4934646328084
Sm_t00012195-RA	30.87	25.94	28.405	3.48603643124968
Sm_t00012198-RA	21.72	20.72	21.22	0.707106781186548
Sm_t00012200-RA	12.6	8.79	10.695	2.69407683632075
Sm_t00012205-RA	4.83	4.07	4.45	0.537401153701776
Sm_t00012206-RA	10.32	0.99	5.655	6.59730626847049
Sm_t00012207-RA	42.63	42.22	42.425	0.289913780286487
Sm_t00012208-RA	32.95	30.64	31.795	1.63341666454093
Sm_t00012212-RA	27	22.09	24.545	3.47189429562595
Sm_t00012213-RA	10.74	9.86	10.3	0.622253967444162
Sm_t00012216-RA	65.24	56.25	60.745	6.35688996286706
Sm_t00012217-RA	13.66	21.88	17.77	5.81241774135342
Sm_t00012218-RA	27.85	9.87	18.86	12.7137799257341
Sm_t00012219-RA	44.75	31.86	38.305	9.1146064094946
Sm_t00012224-RA	21.79	15.18	18.485	4.67397582364308
Sm_t00012225-RA	6.35	5.5	5.925	0.601040764008565
Sm_t00012226-RA	19.31	19.53	19.42	0.155563491861042
Sm_t00012228-RA	51.53	53.76	52.645	1.576848122046
Sm_t00012230-RA	16.59	21.93	19.26	3.77595021153616
Sm_t00012232-RA	1.66	10.48	6.07	6.23668181006535
Sm_t00012233-RA	3.47	8.34	5.905	3.44361002437849
Sm_t00012234-RA	15.33	7.32	11.325	5.66392531730425
Sm_t00012235-RA	12.8	4.69	8.745	5.7346359954229
Sm_t00012236-RA	22.82	1.01	11.915	15.4219988976786
Sm_t00012237-RA	27.98	14.04	21.01	9.85706852974047
Sm_t00012240-RA	17.32	17.62	17.47	0.212132034355965
Sm_t00012241-RA	54.67	61.1	57.885	4.5466966030295
Sm_t00012246-RA	32.64	10.36	21.5	15.7543390848363
Sm_t00012247-RA	26.73	19.17	22.95	5.3457272657703
Sm_t00012251-RA	53.14	46.18	49.66	4.92146319705837
Sm_t00012252-RA	22.21	29.83	26.02	5.38815367264149
Sm_t00012265-RA	43.84	4.81	24.325	27.598377669711
Sm_t00012464-RA	17.88	18.04	17.96	0.113137084989848
Sm_t00012465-RA	23.23	22.84	23.035	0.275771644662754
Sm_t00012485-RA	17.72	20.75	19.235	2.14253354699524
Sm_t00012495-RA	15.64	20.63	18.135	3.52846283812087
Sm_t00012500-RA	36.06	41.03	38.545	3.51432070249714
Sm_t00012504-RA	31.6	31.8	31.7	0.141421356237309
Sm_t00012505-RA	26.25	23.46	24.855	1.97282791951047
Sm_t00012515-RA	26.44	26.39	26.415	0.0353553390593279
Sm_t00012517-RA	72.09	61.06	66.575	7.79938779648762
Sm_t00012519-RA	47.86	85.3	66.58	26.4740778876243
Sm_t00012521-RA	28.16	26.74	27.45	1.0040916292849
Sm_t00012522-RA	8.51	24.52	16.515	11.3207795667966
Sm_t00012531-RA	25.55	24.92	25.235	0.445477272147524
Sm_t00012532-RA	51.41	38.71	45.06	8.98025612106915
Sm_t00012534-RA	20.32	22.04	21.18	1.21622366364086
Sm_t00012541-RA	28.54	26.19	27.365	1.66170093578839
Sm_t00012542-RA	47.75	44.59	46.17	2.23445742854949
Sm_t00012543-RA	25.6	47.26	36.43	15.3159328805006
Sm_t00012544-RA	6.26	14.44	10.35	5.78413347010596
Sm_t00012545-RA	58.05	52.1	55.075	4.20728534805995
Sm_t00012546-RA	63.8	100	81.9	25.597265478953
Sm_t00012547-RA	66.97	52.61	59.79	10.1540533778388
Sm_t00012548-RA	67.47	43.66	55.565	16.8362124600517
Sm_t00012550-RA	35.89	39.4	37.645	2.48194480196478
Sm_t00012551-RA	35.3	45.02	40.16	6.87307791313325
Sm_t00012558-RA	28.9	26.97	27.935	1.36471608769004
Sm_t00012559-RA	29.37	25.88	27.625	2.46780266634105
Sm_t00012561-RA	13.9	15.69	14.795	1.26572113832392
Sm_t00012564-RA	36.06	33.63	34.845	1.71826947828331
Sm_t00012569-RA	100	100	100	0
Sm_t00012572-RA	100	100	100	0
Sm_t00012575-RA	9.14	9.45	9.295	0.219203102167829
Sm_t00012576-RA	4.9	7.4	6.15	1.76776695296637
Sm_t00012578-RA	14.03	12.71	13.37	0.933380951166242
Sm_t00012579-RA	100	100	100	0
Sm_t00012582-RA	14.31	12.68	13.495	1.15258405333407
Sm_t00012584-RA	8.62	26.81	17.715	12.8622723497833
Sm_t00012585-RA	22.7	22.41	22.555	0.205060966544098
Sm_t00012590-RA	23.71	4.96	14.335	13.2582521472478
Sm_t00012591-RA	4.76	15	9.88	7.24077343935025
Sm_t00012592-RA	23.32	17.93	20.625	3.81130555059549
Sm_t00012594-RA	20.32	13.8	17.06	4.61033621333629
Sm_t00012595-RA	20.4	13.84	17.12	4.63862048458375
Sm_t00012596-RA	34.08	36.53	35.305	1.73241161390704
Sm_t00012598-RA	14.84	17.13	15.985	1.61927452891719
Sm_t00012599-RA	47.19	40.41	43.8	4.79418397644479
Sm_t00012600-RA	45.12	26.99	36.055	12.8198459429121
Sm_t00012601-RA	27.24	30.11	28.675	2.02939646200539
Sm_t00012602-RA	37.33	1.59	19.46	25.2719963596072
Sm_t00012603-RA	30.81	27.58	29.195	2.28395490323255
Sm_t00012604-RA	47.81	49.5	48.655	1.19501046020526
Sm_t00012607-RA	14.08	12.27	13.175	1.27986327394765
Sm_t00012608-RA	13.55	4.73	9.14	6.23668181006535
Sm_t00012611-RA	28.44	29.41	28.925	0.68589357775095
Sm_t00012612-RA	21.08	16.61	18.845	3.16076731190387
Sm_t00012613-RA	32.1	28.45	30.275	2.5809397513309
Sm_t00012614-RA	100	3.85	51.925	67.9883170110866
Sm_t00012615-RA	35.44	32.81	34.125	1.85969083452062
Sm_t00012616-RA	29.96	22.8	26.38	5.06288455329568
Sm_t00012618-RA	8.28	19.97	14.125	8.26607827207074
Sm_t00012619-RA	39.1	27.79	33.445	7.99737769521985
Sm_t00012623-RA	13.42	14.05	13.735	0.445477272147525
Sm_t00012624-RA	6.21	11.34	8.775	3.62745778748699
Sm_t00012625-RA	49.5	24.09	36.795	17.9675833099502
Sm_t00012626-RA	26.86	26.84	26.85	0.0141421356237306
Sm_t00012639-RA	27.29	33.75	30.52	4.5679098064651
Sm_t00012640-RA	9.27	29.8	19.535	14.5169022177598
Sm_t00012641-RA	47.06	45.15	46.105	1.35057395206631
Sm_t00012642-RA	29.71	16.82	23.265	9.1146064094946
Sm_t00012643-RA	18.25	10.57	14.41	5.43058007951269
Sm_t00012646-RA	20.26	50.55	35.405	21.4182644021405
Sm_t00012651-RA	22.73	25.55	24.14	1.99404112294606
Sm_t00012653-RA	29.79	34.43	32.11	3.28097546470558
Sm_t00012654-RA	36.7	43.41	40.055	4.74468650176173
Sm_t00012655-RA	14.47	15.53	15	0.749533188057739
Sm_t00012659-RA	38.16	61.7	49.93	16.6452936291313
Sm_t00012661-RA	15.52	18.26	16.89	1.93747258045114
Sm_t00012664-RA	71.17	65.36	68.265	4.10829039869384
Sm_t00012665-RA	25.86	23.24	24.55	1.85261976670876
Sm_t00012668-RA	12.88	14.66	13.77	1.25865007051205
Sm_t00012669-RA	22.69	20.42	21.555	1.60513239329346
Sm_t00012671-RA	45.67	62.83	54.25	12.1339523651612
Sm_t00012672-RA	32.66	38.77	35.715	4.32042243304981
Sm_t00012673-RA	26.01	25.16	25.585	0.601040764008566
Sm_t00012677-RA	13.51	14.29	13.9	0.551543289325507
Sm_t00012683-RA	46.7	33.34	40.02	9.44694659665227
Sm_t00012685-RA	17.65	18.8	18.225	0.813172798364531
Sm_t00012690-RA	13.34	14.75	14.045	0.997020561473032
Sm_t00012691-RA	36.09	24.86	30.475	7.94080915272493
Sm_t00012693-RA	14.7	13.84	14.27	0.60811183182043
Sm_t00012694-RA	65.59	72.02	68.805	4.5466966030295
Sm_t00012695-RA	35.26	34.02	34.64	0.876812408671315
Sm_t00012698-RA	31.01	25.28	28.145	4.05172185619892
Sm_t00012699-RA	26.14	18.45	22.295	5.43765114732455
Sm_t00012702-RA	20.97	11.41	16.19	6.75994082814339
Sm_t00012703-RA	43.99	61.23	52.61	12.1905209076561
Sm_t00012704-RA	27.6	20.31	23.955	5.15480843484993
Sm_t00012708-RA	21.88	21.92	21.9	0.0282842712474638
Sm_t00012710-RA	36.27	29.09	32.68	5.07702668891941
Sm_t00012711-RA	100	100	100	0
Sm_t00012712-RA	37.9	44.48	41.19	4.65276262020748
Sm_t00012714-RA	29.1	35.12	32.11	4.25678282274301
Sm_t00012716-RA	23.09	16.84	19.965	4.41941738241592
Sm_t00012719-RA	57.36	51.75	54.555	3.96686904245653
Sm_t00012720-RA	50.88	44.09	47.485	4.80125504425666
Sm_t00012723-RA	100	71.18	85.59	20.3788174337963
Sm_t00012724-RA	14.79	9.55	12.17	3.70523953341751
Sm_t00012729-RA	44.15	32.81	38.48	8.01859089865545
Sm_t00012732-RA	29.65	23.78	26.715	4.15071680556503
Sm_t00012743-RA	39.22	26.37	32.795	9.08632213824713
Sm_t00012748-RA	100	70.58	85.29	20.8030815025082
Sm_t00012750-RA	36.39	30.93	33.66	3.86080302527855
Sm_t00012751-RA	32.21	29.31	30.76	2.05060966544099
Sm_t00012752-RA	19.53	12.22	15.875	5.16895057047366
Sm_t00012753-RA	24.24	16.66	20.45	5.35986940139403
Sm_t00012756-RA	31.67	6.85	19.26	17.5503903090501
Sm_t00012758-RA	35.59	32.83	34.21	1.95161471607487
Sm_t00012759-RA	27.71	49.79	38.75	15.612917728599
Sm_t00012761-RA	28.55	30.87	29.71	1.64048773235279
Sm_t00012762-RA	53.13	44.04	48.585	6.42760064098572
Sm_t00012763-RA	42.84	45.22	44.03	1.68291413922398
Sm_t00012764-RA	35.53	27.88	31.705	5.40936687607709
Sm_t00012765-RA	52.81	43.86	48.335	6.3286056916196
Sm_t00012767-RA	20.94	24.63	22.785	2.60922402257836
Sm_t00012768-RA	21.12	36.44	28.78	10.8328758877779
Sm_t00012772-RA	29.11	41.23	35.17	8.57013418798095
Sm_t00012773-RA	26.75	26.97	26.86	0.15556349186104
Sm_t00012775-RA	48.75	40.64	44.695	5.7346359954229
Sm_t00012780-RA	12.28	10.38	11.33	1.34350288425444
Sm_t00012781-RA	22.16	30.9	26.53	6.18011326757042
Sm_t00012782-RA	7.72	4.64	6.18	2.17788888605457
Sm_t00012791-RA	56.1	55.69	55.895	0.289913780286487
Sm_t00012792-RA	44.68	44.69	44.685	0.00707106781186407
Sm_t00012798-RA	69.58	54.46	62.02	10.6914545315406
Sm_t00012799-RA	55.25	58.07	56.66	1.99404112294606
Sm_t00012800-RA	46.46	47.08	46.77	0.438406204335658
Sm_t00012812-RA	50.26	60.52	55.39	7.25491557497398
Sm_t00012816-RA	10.63	13.39	12.01	1.95161471607487
Sm_t00012817-RA	23.64	12.35	17.995	7.98323555959612
Sm_t00012818-RA	30.3	19.81	25.055	7.41755013464689
Sm_t00012819-RA	13.84	13.34	13.59	0.353553390593274
Sm_t00012820-RA	58.57	64.26	61.415	4.02343758495146
Sm_t00012822-RA	33.05	29.8	31.425	2.29809703885628
Sm_t00012826-RA	64.38	61.91	63.145	1.74655374953077
Sm_t00012828-RA	7.16	10.07	8.615	2.05768073325285
Sm_t00012829-RA	32.16	22.7	27.43	6.68923015002474
Sm_t00012832-RA	57.17	55.79	56.48	0.975807358037437
Sm_t00012833-RA	50.17	56.43	53.3	4.42648845022779
Sm_t00012834-RA	47.63	74.2	60.915	18.7878271761266
Sm_t00012835-RA	56.32	100	78.16	30.8864242022284
Sm_t00012842-RA	18.44	19.83	19.135	0.982878425849299
Sm_t00012845-RA	5.6	7.9	6.75	1.62634559672906
Sm_t00012846-RA	32.31	18.46	25.385	9.79342891943369
Sm_t00012849-RA	100	100	100	0
Sm_t00012851-RA	19.2	16.49	17.845	1.91625937701554
Sm_t00012853-RA	49.1	16.25	32.675	23.2284577619781
Sm_t00012854-RA	30.63	15.78	23.205	10.5005357006202
Sm_t00012859-RA	100	100	100	0
Sm_t00012862-RA	3.85	5.77	4.81	1.35764501987817
